#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	CONTROL E(PSI)	BORIS E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
GORASP1	ENSG00000114745.13	ENSG00000114745.13:t:39100305-39100454	0.0030468229245151197;0.17748978346303557;-0.20001481155814205	3.552509605534877e-05;0.3656144712797152;0.4979442795230458	0.004610743924743588;5.313702157688831e-05;5.326300322316957e-05	0.012;0.012;0.976	0.034;0.236;0.730	t|1e1.2o2|1e2.3o5|1e2.4o5	True	False	True	3	3	1;0;1	chr3	-	39100454-39101016;39100454-39100788;39100454-39100747	39100305-39100454;39100662-39100877;39101016-39101472		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A39101472-39100305
VPS29	ENSG00000111237.19	ENSG00000111237.19:t:110496298-110497002	-0.3120620442514115;0.02819841376518724;0.06621671875921267;0.09655664408996696	0.913923563036052;0.00334522388561456;0.022813234264217955;0.14970704836949153	2.9925149636067516e-07;0.0005249369210367505;0.00018795761980678607;8.518023912461054e-05	0.374;0.094;0.064;0.470	0.055;0.155;0.165;0.629	t|1e1.1o1|1e2.1o2|1e3.1o2|i	False	False	True	4	4	1;0;1;0	chr12	-	110497002-110502049;110497002-110499535;110497002-110498820;110497003-110498795	110496298-110497002;110498796-110498859;110499457-110499546;110502049-110502111	110497003-110498795	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A110502111-110496298
GTDC1	ENSG00000121964.14	ENSG00000121964.14:s:144208603-144208804	0.4506445795408347;-0.45064450900809905	0.9624520222968036;0.9624519782777188	5.7019484116707284e-05;5.702248921268804e-05	0.143;0.857	0.603;0.397	s|1e1.1o2|1e2.1o1	False	False	True	2	3	1;1	chr2	-	144178960-144208603;144145739-144208603	144145572-144145739;144178308-144178960;144208603-144208804		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A144208804-144145572
DDIAS	ENSG00000165490.13	ENSG00000165490.13:s:82928777-82928942	0.27345778778415963;-0.2734577742833043	0.8019073736367687;0.8019073701074217	1.1291101364216753e-05;1.1291704641647193e-05	0.660;0.340	0.941;0.059	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr11	+	82928938-82930157;82928938-82931732	82928777-82928942;82930157-82930274;82931732-82934659		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A82934659-82928777
ZNF468	ENSG00000204604.12	ENSG00000204604.12:s:52853872-52854126	0.20231934630675774;-0.25827077142273336;0.011650987112772038	0.5080040364664588;0.7227825600153608;0.0001284290614895266	1.1969693760924895e-05;5.704633584180385e-06;0.0018422423710147285	0.054;0.938;0.008	0.297;0.647;0.057	s|1e1.2o2|2e1.2o2|i	True	False	False	3	2	0;1;0	chr19	-	52849213-52853879;52849213-52853872;52849631-52853871	52849087-52849218;52853872-52854126	52849631-52853871	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A52854126-52849087
AMN1	ENSG00000151743.11	ENSG00000151743.11:s:31723808-31723917	0.009344126247369864;-0.4161437430843242;0.3905131407837768	0.0039210097007386716;0.9553635779392335;0.9327917650709453	0.0005493725747270917;2.8121614229492664e-06;5.38134291649155e-06	0.174;0.612;0.209	0.197;0.187;0.615	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	0;0;0	chr12	-	31723645-31723808;31715899-31723808;31723646-31723807	nan-31715899;31723366-31723645;31723808-31723917	31723646-31723807	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A31723917-31715889
UNC13D	ENSG00000092929.12	ENSG00000092929.12:s:75843819-75843948	0.3822684151942124;-0.38226840594811184	0.9950664381096735;0.9950664416850552	7.451366996914449e-09;7.444310168303048e-09	0.551;0.449	0.930;0.070	s|1e1.1o1|i	False	False	False	2	2	0;0	chr17	-	75843519-75843819;75843770-75843818	75843484-75843519;75843819-75843948	75843770-75843818	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A75843948-75843484
IK	ENSG00000113141.18	ENSG00000113141.18:s:140647058-140647309	-0.40896347063982286;0.4089634695442469	0.9281479789327792;0.9281479368512041	3.4402004469580305e-06;3.440059975460736e-06	0.530;0.470	0.094;0.906	s|1e1.2o2|i	False	False	False	2	2	1;0	chr5	+	140647309-140648471;140647310-140647828	140647058-140647309;140648314-140648537	140647310-140647828	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A140648537-140647058
BLOC1S5-TXNDC5	ENSG00000259040.5	ENSG00000259040.5:s:8041139-8041268	0.20390554061183003;-0.20390554254070453	0.5217476655429304;0.5217474139179177	9.58231428935157e-06;9.58278813267821e-06	0.719;0.281	0.935;0.065	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;0	chr6	-	8026425-8041139;8015828-8041139	nan-8015828;8026367-8026425;8041139-8041268		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A8041268-8015818
ZNF189	ENSG00000136870.10	ENSG00000136870.10:s:101398873-101399189	-0.2893822032847691;0.04862337482596564;0.1799242847375652	0.7676694180364473;0.01106833928303717;0.4350180105777306	8.070712076879705e-05;0.0006572683278991062;0.00014744938429441922	0.835;0.033;0.132	0.495;0.122;0.381	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1;1;1	chr9	+	101399189-101399395;101399189-101399884;101399189-101399926	101398873-101399189;101399395-101399612;101399884-101400010		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A101400010-101398873
METTL21A	ENSG00000144401.14	ENSG00000144401.14:t:207581353-207582160	-0.14774182283211684;-0.025712544223120554;0.21651374214126096	0.20812904793558898;2.5907417189710032e-05;0.597454979170887	8.341236025388721e-05;0.0034565984484767887;1.695032941045477e-05	0.222;0.070;0.707	0.055;0.004;0.940	t|1e1.1o1|1e2.1o1|2e3.1o1	False	True	True	3	4	1;0;1	chr2	-	207582160-207621806;207582160-207594609;207581946-207621806	207581353-207582160;207594609-nan;207621806-207621917		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A207621917-207581353
TMEM161A	ENSG00000064545.15	ENSG00000064545.15:s:19134784-19134916	-0.010886988315092393;0.22786720271129113;-0.06407713216557957;-0.09061216005777978	8.108360679144559e-07;0.6437300844763174;0.0008706143229455825;0.06353203419635253	0.006668863960932803;3.055149450738674e-06;0.00047992050362577476;9.917408647563963e-05	0.053;0.557;0.103;0.283	0.024;0.814;0.009;0.154	s|1e1.2o3|1e1.3o3|1e2.1o1|i	False	True	True	4	3	1;1;0;0	chr19	-	19133306-19134784;19133210-19134784;19132754-19134784;19133358-19134783	19132657-19132754;19132880-19133357;19134784-19134916	19133358-19134783	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A19134916-19132657
SPTLC1	ENSG00000090054.15	ENSG00000090054.15:s:92076798-92077035	0.0002460591955242724;-0.23943914217082793;0.2343204881926335	4.724428284640459e-06;0.6171669380832354;0.5997000976173283	0.004044438049971288;2.062943386549332e-05;2.247640807028536e-05	0.009;0.440;0.552	0.010;0.136;0.853	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr9	-	92070296-92076798;92068098-92076798;92070297-92076797	92067966-92068098;92070124-92070296;92076798-92077035	92070297-92076797	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A92077035-92067966
TTN-AS1	ENSG00000237298.10	ENSG00000237298.10:s:178597596-178597900	-5.776681871189502e-05;-0.08547983242660008;0.23214536338774924;0.003062018241468626;-0.06221076978240117;0.0006327752236060516;-5.776681871189502e-05;-5.776681871189502e-05;-5.776681871189502e-05;-0.03929750042717546	5.5783787752478395e-08;0.03630300579829972;0.6021542061763648;6.964603768363809e-07;0.01396363208089761;9.272099626684652e-08;5.5783787752478395e-08;5.5783787752478395e-08;5.5783787752478395e-08;0.04107305601110191	0.008569256474163178;0.00015578845806984987;1.9501284357792414e-05;0.007630963165448021;0.00029149953120932715;0.013148801589232734;0.008569256474163178;0.008569256474163178;0.008569256474163178;0.00023190290077346187	0.002;0.145;0.264;0.002;0.122;0.002;0.002;0.002;0.002;0.452	0.002;0.017;0.554;0.032;0.017;0.017;0.002;0.002;0.002;0.357	s|1e1.1o1|1e2.2o2|1e3.2o2|1e4.1o2|1e5.1o1|1e6.1o1|1e7.2o3|1e8.1o1|1e9.1o1|i	False	False	True	10	10	1;1;1;1;1;1;1;1;1;0	chr2	+	178597681-178598556;178597681-178599594;178597681-178600558;178597681-178608167;178597681-178615323;178597681-178632375;178597681-178636574;178597681-178713754;178597681-178734504;178597901-178598555	178597596-178597900;178598556-178598673;178599247-178599750;178600476-178600667;178608167-178608266;178615323-178615374;178632375-178633078;178636560-178636698;178713754-178714248;178734504-178734629	178597901-178598555	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A178734629-178597596
AC104389.5	ENSG00000239920.2	ENSG00000239920.2:s:5284875-5285157	-0.5992013354059884;0.5992007538422026	0.9906296238490778;0.9906296355477504	1.1389222399516008e-05;1.1388856655475052e-05	0.964;0.036	0.399;0.601	s|1e1.2o3|i	False	False	False	2	2	0;0	chr11	-	5270156-5284875;5281952-5284874	5269798-5270269;5284875-5285157	5281952-5284874	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A5285157-5269798
USP8	ENSG00000138592.14	ENSG00000138592.14:s:50424596-50424654	0.24094187815705498;-0.2379058973527658;-0.00014821436076012254	0.652177768847528;0.6410838569096597;2.1593424229221717e-07	8.791355714164999e-05;9.181110604439269e-05;0.01353018875820089	0.188;0.804;0.007	0.483;0.511;0.006	s|1e1.1o1|1e2.1o3|1e3.1o1	False	False	True	3	4	1;1;1	chr15	+	50424654-50432338;50424654-50439009;50424654-50449400	50424596-50424654;50432338-50432499;50439009-50439177;50449400-50449485		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A50449485-50424596
USP8	ENSG00000138592.14	ENSG00000138592.14:t:50432338-50432499	-0.2221438547364794;0.22214384468969126	0.5855132174776312;0.5855132038839552	0.00010360658516272991;0.00010360109374055529	0.807;0.193	0.540;0.460	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr15	+	50424514-50432338;50424654-50432338	50424380-50424514;50424596-50424654;50432338-50432499		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A50432499-50424380
CTDSPL	ENSG00000144677.15	ENSG00000144677.15:s:37947057-37947211	-0.31524866577796584;0.3152487277990722	0.8579455583783376;0.8579455389950404	5.141001620845298e-05;5.140755694205384e-05	0.943;0.057	0.594;0.406	s|1e1.1o1|1e2.1o3	False	False	True	2	3	1;1	chr3	+	37947211-37957111;37947211-37964571	37947057-37947211;37957111-37957143;37964571-37964672		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A37964672-37947057
CDK12	ENSG00000167258.15	ENSG00000167258.15:s:39556286-39556413	0.224454725817816;-0.22445468695910967	0.5720410754448643;0.5720410415409577	0.00016735546338047733;0.0001673632970730088	0.117;0.883	0.424;0.576	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr17	+	39556413-39556864;39556413-39564760	39556286-39556413;39556864-39557058;39564760-39564907		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A39564907-39556286
NIPSNAP3B	ENSG00000165028.12	ENSG00000165028.12:t:104772822-104772908	-0.22221659296466345;0.008120166985248423;0.14224433193371527	0.5634789073379411;0.03125665859649169;0.32307055806314877	4.6686490357883415e-05;0.0007217761927428845;0.00028707294770922986	0.294;0.452;0.254	0.010;0.482;0.507	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr9	+	104769021-104772822;104770998-104772822;104771316-104772822	104768863-104769021;104770849-104770998;104771234-104771316;104772822-104772908		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A104772908-104768863
SCAMP4	ENSG00000227500.10	ENSG00000227500.10:t:1917694-1917822	-0.2061416559278897;-3.5966059311571165e-05;0.16550874166914833;-3.5966059311571165e-05;0.006704474378167642	0.5244509791662518;3.294232345197296e-10;0.3594954759468647;3.294232345197296e-10;0.0012330950450343792	1.279518187402573e-06;0.025917978532401076;2.623938407034953e-05;0.025917978532401076;0.0008143483010522035	0.249;0.003;0.534;0.003;0.204	0.021;0.002;0.757;0.002;0.219	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1|i	False	False	True	5	5	1;1;1;1;0	chr19	+	1905439-1917694;1908635-1917694;1915026-1917694;1915544-1917694;1915545-1917693	1905372-1907184;1908264-1908635;1914979-1915026;1915432-1915544;1917694-1917822	1915545-1917693	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A1917822-1905372
ZC3H4	ENSG00000130749.10	ENSG00000130749.10:s:47112148-47112247	-0.21177556123479147;0.21177551646941226	0.5328783432362939;0.5328783570259453	9.752871783774708e-05;9.752322182496104e-05	0.352;0.648	0.086;0.914	s|1e1.1o1|1e2.1o2	False	False	True	2	3	1;1	chr19	-	47110956-47112148;47094608-47112148	47094389-47094608;47110895-47110956;47112148-47112247		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A47112247-47094389
C5orf34	ENSG00000172244.9	ENSG00000172244.9:s:43514806-43515148	-0.11344203117718772;0.2888592464289094;-0.0990338670646739;0.007206081861676223	0.21359870344889018;0.8286696762853911;0.055868563454223086;0.0010806063256414207	7.20897922333874e-05;1.555209007735121e-06;8.065473830964898e-05;0.0009839302608147804	0.709;0.036;0.166;0.090	0.508;0.353;0.030;0.110	s|1e1.1o1|1e2.1o1|1e3.1o2|i	False	False	True	4	4	1;1;1;0	chr5	-	43509375-43514806;43508666-43514806;43506394-43514806;43509376-43514805	43505550-43506394;43508577-43508666;43509145-43509375;43514806-43515148	43509376-43514805	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A43515148-43505550
C5orf34	ENSG00000172244.9	ENSG00000172244.9:t:43494510-43494605	-0.20632067673968535;0.10419997440119148;0.05056150415647068	0.5387107802475054;0.14887520673083998;0.0019884295226763717	5.698086953809245e-05;0.00025206036495273223;0.0007647548793482597	0.372;0.601;0.030	0.133;0.758;0.109	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;0	chr5	-	43494601-43503665;43494601-43502372;43494601-43495430	43494510-43494605;43495430-nan;43502372-43502495;43503665-43503760		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A43503760-43494510
DMXL2	ENSG00000104093.14	ENSG00000104093.14:t:51576056-51576181	0.2722430396261702;-0.035268936948588465;-0.17873751603698615	0.7247170727085643;0.023175644526463004;0.42943016531417205	8.896090543287659e-05;0.0006692739264467784;0.00013854868788087948	0.341;0.264;0.396	0.664;0.180;0.157	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1;1;0	chr15	-	51576181-51622459;51576181-51603607;51576181-51603605	51576056-51576181;51603605-51603701;51622459-51622833		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A51622833-51576056
PRPF40B	ENSG00000110844.14	ENSG00000110844.14:s:49637733-49637824	-0.2941241900588403;-0.0011228729878663918;0.30394684569624475	0.8226176220004162;5.781032197443688e-05;0.867274877956812	6.146594605849209e-06;0.0020610975234834905;2.5096749555374506e-06	0.968;0.016;0.016	0.635;0.008;0.357	s|1e1.1o3|1e1.2o3|i	False	True	False	3	2	1;1;0	chr12	+	49637824-49641908;49637824-49641929;49637825-49641907	49637733-49637824;49641908-49642024	49637825-49641907	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A49642024-49637733
THRB	ENSG00000151090.20	ENSG00000151090.20:t:24228938-24229001	0.04324392572245544;0.10567214886963354;-0.20385267012975708;0.002905080585605873	0.05245542467667877;0.08746849610878941;0.5128863781128863;1.1709902867851093e-05	0.0005785792835971137;0.00021813527250641657;0.00015690024568770777;0.005732909865649553	0.350;0.025;0.619;0.005	0.462;0.173;0.336;0.030	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1;1;1;1	chr3	-	24229001-24337300;24229001-24318358;24229001-24297226;24229001-24237991	24228938-24229001;24237991-24238081;24297226-24297371;24318358-24318494;24337300-24337371		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A24337371-24228938
BNIP3P11	ENSG00000271550.1	ENSG00000271550.1:t:64683946-64684205	-0.22735879029947387;0.2273587885160465	0.6194353293510421;0.6194353444089904	7.968087816223601e-06;7.967734778682635e-06	0.540;0.460	0.277;0.723	t|1e1.1o1|i	False	False	False	2	2	0;0	chr7	-	64684205-64684335;64684206-64686924	64683946-64684205;64684335-nan	64684206-64686924	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A64684345-64683946
APPL2	ENSG00000136044.12	ENSG00000136044.12:t:105229125-105229223	0.2613693840399241;-0.0005695251269038576;-0.25569508765135174	0.6921251349387046;5.139585102274672e-06;0.6768939871118433	8.110556810315435e-05;0.006134846521975934;8.238432026963505e-05	0.557;0.011;0.432	0.871;0.006;0.123	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr12	-	105229223-105235959;105229223-105233091;105229223-105229628	105229125-105229223;105229628-105229860;105233091-105233450;105235959-105236203		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A105236203-105229125
ARHGEF7	ENSG00000102606.18	ENSG00000102606.18:s:111153738-111153991	2.033823011041231e-05;-0.20363397968481486;0.20491539381914972	4.957723818199717e-21;0.502792605038074;0.5127493042042885	0.1970251894735382;1.768587633754759e-05;1.5621905474860247e-05	0.009;0.947;0.044	0.010;0.738;0.252	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;0	chr13	+	111153991-111159027;111153991-111205289;111153991-111217679	111153738-111153991;111159027-111159089;111205289-111205373;111217679-111217885		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A111217885-111153738
PPOX	ENSG00000143224.18	ENSG00000143224.18:t:161176849-161178013	0.8102734648387764;-0.8103828865676397	0.999999004675895;0.9999990170761957	1.0977135205228137e-06;1.0348686880767843e-06	0.181;0.819	0.974;0.026	t|1e1.1o1|i	False	False	False	2	2	1;0	chr1	+	161170769-161176849;161171221-161176848	161170620-161170769;161176849-161178013	161171221-161176848	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A161178013-161170620
PHACTR1	ENSG00000112137.18	ENSG00000112137.18:t:13272590-13276123	0.24614245859945924;0.00719044628554112;0.0002245389379018951;-0.26988864574320964	0.6535906408603958;0.00027697092987226775;6.745705236020631e-07;0.712032605287168	1.158445448629066e-05;0.0017759691728154448;0.006001140452221637;1.1912003540115457e-05	0.110;0.040;0.004;0.846	0.404;0.060;0.007;0.529	t|1e1.1o1|2e2.1o2|2e3.1o1|i	False	True	True	4	4	0;1;1;0	chr6	+	13267835-13272590;13230193-13272860;13272468-13272860;13272469-13272589	nan-13267835;13230037-13230404;13272212-13272468;13272590-13276123	13272469-13272589	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A13276123-13230037
AP002495.1	ENSG00000254469.7	ENSG00000254469.7:s:71928365-71928447	-0.014393146087953694;0.2561870985779655;-0.17721930340950104	0.0044815787379150875;0.6836671513550687;0.4305742843614069	0.0013895105567384158;0.00011212582122742962;0.00021674930551507376	0.097;0.097;0.806	0.056;0.415;0.530	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr11	-	71928035-71928365;71926104-71928365;71923475-71928365	71923309-71923475;71925933-71926104;71927578-71928035;71928365-71928447		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A71928447-71923309
GCFC2	ENSG00000005436.14	ENSG00000005436.14:t:75690488-75690719	-0.2840952642430611;0.2840952204758708	0.7824203825951342;0.7824203358469426	5.684055151733425e-05;5.6837610882559013e-05	0.684;0.316	0.360;0.640	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr2	-	75690719-75694241;75690719-75691977	75690488-75690719;75691977-75692100;75694241-75694479		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A75694479-75690488
MIR4435-2HG	ENSG00000172965.17	ENSG00000172965.17:s:111248148-111248241	-0.23740433757023333;0.15674785481974335;0.09439956485936901;0.0006673931602460453;0.001108319523763622;-0.026161546982520413;-0.002061347808658341	0.6305257611583558;0.3364436570227039;0.10021511442312557;9.006385461967327e-08;4.486202865331432e-06;0.006570918212408046;4.0380414473134075e-06	0.00010068113744998719;0.0001442662979651676;0.00026056819654385116;0.019660260888066133;0.009291828342914421;0.0009547719996620962;0.0072856983764651995	0.569;0.135;0.091;0.003;0.025;0.155;0.025	0.274;0.344;0.233;0.018;0.033;0.094;0.002	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.3o4|1e4.4o4|1e5.1o1|1e6.1o1	False	True	True	7	7	1;1;1;1;1;1;1	chr2	-	111247558-111248148;111239996-111248148;111233739-111248148;111208977-111248148;111208936-111248148;111208661-111248148;111197194-111248148	111195866-111197194;111207435-111208661;111208756-111209207;111233628-111233739;111239802-111239996;111245616-111247558;111248148-111248241		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A111248241-111195866
